Name,Location,Locality,City,Cuisine,Rating,Votes,Average-Cost,Latitude,Longitude
Mogli's Coffee,"Sector 67, Gurgaon", Gurgaon,Gurgaon,"Italian,  Continental,  American,  Fast Food,  Desserts",5,1,800,28.3864052,77.0598046
Chaayos,"Sector 14, Gurgaon", Gurgaon,Gurgaon,"Street Food,  Tea,  Fast Food",4.4,4,500,28.473784,77.0471827
Catalyst Gastrobar,"Sector 16, Faridabad", Faridabad,Noida,"Multi-Cuisine,  North Indian,  Italian,  European,  Oriental ",4.1,149,1000,28.40904245,77.32232583
TNG Restaurant,"Kavi Nagar, Ghaziabad", Ghaziabad,Ghaziabad,"North Indian,  Chinese",4.6,6,1200,28.6630441,77.4536706
Jamie's Pizzeria By Jamie Oliver,"Ardee Mall,Ardee City, Gurgaon", Gurgaon,Gurgaon,"Italian,  Pizza",4.4,42,2000,28.4451582,77.08087395
Taco Bell,"Ardee Mall,Ardee City, Gurgaon", Gurgaon,Gurgaon,"Mexican,  Tex Mex,  Tex Mex",4.2,32,500,28.4451582,77.08087395
Krispy Kreme,"Ardee Mall,Ardee City, Gurgaon", Gurgaon,Gurgaon,"Desserts,  Doughnuts",4.1,20,400,28.4451582,77.08087395
Chaayos,"Ardee Mall,Ardee City, Gurgaon", Gurgaon,Gurgaon,"Street Food,  Tea,  Fast Food",3.3,4,500,28.4451582,77.08087395
The Groove,"Sector 15, Gurgaon", Gurgaon,Gurgaon,"European,  Asian,  American",4.3,6,1700,28.38431985,76.91223256
Barbeque 29,"NIT, Faridabad", Faridabad,Noida,"North Indian,  Chinese,  Barbecue",4.3,169,1500,28.4061564,77.29790999
Bollywood Tadka,"Sector 31, Gurgaon", Gurgaon,Gurgaon,"North Indian,  Chinese,  Mughlai,  Fast Food",5,1,800,28.4540044,77.0497179
Backbenchers HQ by Cafetieres,"Sector 16, Faridabad", Faridabad,Noida,"Multi-Cuisine,  North Indian,  Italian,  Oriental ",4.2,115,1500,28.40904245,77.32232583
Pepper Pot - The Terrace Cafe,"Sector 56, Gurgaon", Gurgaon,Gurgaon,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Fast Food",4,53,1000,28.4253232,77.0985157
Mughal-Fe by Crepe-Fe,"Ardee City, Gurgaon", Gurgaon,Gurgaon,"North Indian,  Mughlai",5,1,900,28.4410412,77.07920791
La Vera Pizzeria,"Sector 31, Gurgaon", Gurgaon,Gurgaon,Pizza,4.1,12,800,28.4540044,77.0497179
Heritage - The Fine Dine,"Sector 15, Gurgaon", Gurgaon,Gurgaon,"North Indian,  Chinese",4.3,80,1500,28.38431985,76.91223256
Punjab Street,"NIT, Faridabad", Faridabad,Noida,North Indian,4.5,16,900,28.4061564,77.29790999
Brew-Berry,"NIT, Faridabad", Faridabad,Noida,"Fast Food,  Burger",4.7,9,600,28.4061564,77.29790999
Chapter Twelve,"Sector 12, Faridabad", Faridabad,Noida,"North Indian,  Continental,  Asian,  Multi-Cuisine",4.2,244,2400,28.3855484,77.3232364
Stormborn,"Sector 16, Faridabad", Faridabad,Noida,"Fast Food,  Pizza,  Italian",4.3,3,1600,28.40904245,77.32232583
ABC Biryani Wala,"NIT, Faridabad", Faridabad,Noida,Biryani,5,1,300,28.4061564,77.29790999
Cafe Parmesan,"Sector 15, Faridabad", Faridabad,Noida,"Italian,  Pizza",4.5,121,1500,28.3983558,77.32310031
Oriental Fusion,"DLF Phase - 4, Gurgaon", Gurgaon,Gurgaon,"Oriental ,  Chinese,  Thai",4.6,38,1000,28.4640865,77.0836441
Ambarsari Chowk,"Baani Square,Sector 50, Gurgaon", Gurgaon,Gurgaon,"North Indian,  Mughlai",4.2,119,1500,28.42594265,77.0572032
Fat Butterfly Bakery And Cafe,"Baani Square,Sector 50, Gurgaon", Gurgaon,Gurgaon,"Italian,  Desserts,  Fast Food",4.5,45,1000,28.42594265,77.0572032
Oriental Fusion,"Baani Square,Sector 50, Gurgaon", Gurgaon,Gurgaon,"Oriental ,  Chinese,  Thai",4.3,28,1000,28.42594265,77.0572032
Coastal Reef,"Baani Square,Sector 50, Gurgaon", Gurgaon,Gurgaon,"South Indian,  Andhra,  Kerala,  Seafood",4.3,84,1200,28.42594265,77.0572032
Cafe Grub Up,"Sector 15, Faridabad", Faridabad,Noida,"Fast Food,  Italian,  Chinese,  Thai,  Mexican,  American",4,32,600,28.3983558,77.32310031
Mr Ohashi,"Sector 14, Faridabad", Faridabad,Noida,Asian,5,2,1200,28.39369395,77.33156676
Pop's Barbacoa,"Sohna Road, Gurgaon", Gurgaon,Gurgaon,"North Indian,  Continental,  Chinese,  Mexican,  Oriental ",4.5,162,1500,28.4238083,77.0383322
Hn'ny Pizzeria,"Narela, North Delhi", North Delhi,Delhi,"Pizza,  Fast Food",3.3,3,400,28.8426096,77.0918354
Cafe Underworld,"Sector 14, Faridabad", Faridabad,Noida,"Fast Food,  North Indian",4.1,8,1000,28.39369395,77.33156676
Urban Pind Restaurant,"NIT, Faridabad", Faridabad,Noida,North Indian,3.9,19,500,28.4061564,77.29790999
Naivedyam,"Sohna Road, Gurgaon", Gurgaon,Gurgaon,South Indian,4.4,412,500,28.4238083,77.0383322
Hunger Cure,"Sector 14, Faridabad", Faridabad,Noida,"Fast Food,  Chinese",3.5,8,500,28.39369395,77.33156676
Dhaba Junction,"Sector 12, Faridabad", Faridabad,Noida,"North Indian,  Chinese,  South Indian,  Fast Food",4,44,1000,28.3855484,77.3232364
Houz Cafe Bar,"Sector 65, Gurgaon", Gurgaon,Gurgaon,"World Cuisine,  Italian,  Mediterranean,  French,  Lebanese,  Indian Cuisine",5,1,2200,28.4030162,77.0695893
Spicy Tadka,"Sector 10, Faridabad", Faridabad,Noida,"North Indian,  Chinese,  Mughlai",4.5,26,800,28.37856605,77.32593657
The Coffizza,"Sector 81, Faridabad", Faridabad,Noida,"Italian,  Fast Food,  Coffee",3.8,2,600,28.4612304,77.1180159
Chaayos,"Sohna Road, Gurgaon", Gurgaon,Gurgaon,"Street Food,  Tea,  Fast Food",4.8,8,500,28.4238083,77.0383322
Minnie's Kitchen,"Sector 79, Faridabad", Faridabad,Noida,"North Indian,  Chinese,  Fast Food",3.8,14,400,28.38086635,77.35739244
Zaika 7,"Sector 11, Faridabad", Faridabad,Noida,"North Indian,  Chinese",4.2,14,700,28.3759341,77.31854413
Coffee Ville,"Sohna Road, Gurgaon", Gurgaon,Gurgaon,"Coffee,  Health Food",1,1,400,28.4238083,77.0383322
Stop My Starvation,"Sohna Road, Gurgaon", Gurgaon,Gurgaon,"Desserts,  Fast Food,  Shakes,  Waffle",5,1,600,28.4238083,77.0383322
Food Frolic,"Sector 83, Gurgaon", Gurgaon,Gurgaon,"North Indian,  Chinese,  Continental,  Mediterranean",4.1,119,1600,28.3981087,76.9732873
Kitchen District,"Sector 83, Gurgaon", Gurgaon,Gurgaon,"Multi-Cuisine,  North Indian,  Continental,  Japanese,  Asian",4.3,172,3000,28.3981087,76.9732873
Awesum Dimsum,"Sector 83, Gurgaon", Gurgaon,Gurgaon,Chinese,3.7,6,800,28.3981087,76.9732873
Under The Neem,"NH 8, Gurgaon", Gurgaon,Gurgaon,Continental,4.6,146,1500,28.4646148,77.0299194
Silbuttah Story,"Sector 12, Faridabad", Faridabad,Noida,"North Indian,  Oriental ,  Fast Food",4.2,30,1800,28.3855484,77.3232364
Pikwik,"Pitampura, North Delhi", North Delhi,Delhi,"North Indian,  Chinese,  Mughlai",4.4,258,1000,28.6995123,77.1301047
Kake Da Hotel,"Powai, Powai", Powai,Mumbai,"North Indian,  Chinese,  Mughlai",5,1,900,19.1174696,72.9052217
PizzaExpress,"Hiranandani Business Park,Powai, Powai", Powai,Mumbai,"European,  Fast Food,  Italian",4.5,590,1400,19.1171272,72.9098431
Chili’s American Grill and Bar,"Ventura Building,Powai, Powai", Powai,Mumbai,"Mexican,  American,  Fast Food",4.2,699,2000,19.1171272,72.9098431
AB's - Absolute Barbecues,"Powai, Powai", Powai,Mumbai,"North Indian,  Barbecue",4.4,539,1200,19.1174696,72.9052217
Hitchki,"Hiranandani Business Park,Powai, Powai", Powai,Mumbai,"Modern Indian,  North Indian,  Fast Food",4.5,285,1500,19.1171272,72.9098431
The Wine Table,"Ventura Building,Powai, Powai", Powai,Mumbai,"Finger Food,  Fast Food",4.7,3,1800,19.1171272,72.9098431
Elementaria Bakery Cafe,"Powai, Powai", Powai,Mumbai,"Desserts,  Fast Food,  Coffee",5,2,800,19.1174696,72.9052217
House of Mandarin,"Delphi Building,Powai, Powai", Powai,Mumbai,"Chinese,  Seafood,  Asian,  Sushi",4.7,40,2000,19.1212253,72.9091091
Frozen Bottle,"Hiranandani, Powai", Powai,Mumbai,"Desserts,  Shakes,  Ice Cream",4.7,50,500,19.1192046,72.90726843
The Sassy Spoon,"Delphi Building,Powai, Powai", Powai,Mumbai,"Multi-Cuisine,  Italian,  Continental,  European,  Desserts",4.3,96,1800,19.1212253,72.9091091
Lord of the Drinks,"Hiranandani, Powai", Powai,Mumbai,"North Indian,  Italian,  Chinese,  Continental,  Finger Food",4.2,143,1500,19.1192046,72.90726843
Bayroute,"Transocean House,Powai, Powai", Powai,Mumbai,"Lebanese,  Turkish,  Moroccan,  Greek",4.5,195,3000,19.1200577,72.90701021
Tibbs Frankie,"Powai, Powai", Powai,Mumbai,Fast Food,3.8,11,500,19.1174696,72.9052217
Mini Punjab's Lake Side,"Powai, Powai", Powai,Mumbai,"North Indian,  Mughlai,  Chinese,  Seafood",4,472,1700,19.1174696,72.9052217
Mia Cucina,"Transocean House,Powai, Powai", Powai,Mumbai,"Italian,  Continental",4.2,179,2200,19.1200577,72.90701021
Flax,"Powai Plaza,Powai, Powai", Powai,Mumbai,Health Food,4,1,900,19.1234337,72.91317264
Kosho,"Powai, Powai", Powai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Thai,  Seafood,  Mughlai",4.2,10,1200,19.1174696,72.9052217
Fisherman's Cove - Taste on Palate,"Powai, Powai", Powai,Mumbai,"North Indian,  Chinese,  Seafood,  Mangalorean",4.4,61,800,19.1174696,72.9052217
Gurukripa,"Powai, Powai", Powai,Mumbai,"North Indian,  Chinese,  Seafood,  Asian",4.3,261,1400,19.1174696,72.9052217
The Finch,"Chandivali, Powai", Powai,Mumbai,"North Indian,  Finger Food,  Chinese",4.3,252,2500,19.1171079,72.9029746
Persian Darbar,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Mughlai,  Biryani",4.3,299,1500,19.109939,72.875086
Nosh & Beyond,"Marol, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Continental,  European",4.8,7,1000,19.109939,72.875086
FoodPost,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese",4,1,1000,19.109939,72.875086
Fiona,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  South Indian,  Malvani",4.7,3,1000,19.109939,72.875086
All Stir Fry - Waterstones Hotel,"Marol, Andheri East", Andheri East,Mumbai,"Chinese,  Asian,  Japanese",4.4,152,2500,19.109939,72.875086
Malhar Tribes,"Marol, Andheri East", Andheri East,Mumbai,"Chinese,  Seafood,  Goan,  Biryani",4.4,26,2000,19.109939,72.875086
Zytun - The Restaurant,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Oriental ",4,100,1200,19.109939,72.875086
White Barn - Waterstones Club,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  Continental",5,1,1400,19.109939,72.875086
Keys Cafe - Keys Hotel Nestor,"Marol, Andheri East", Andheri East,Mumbai,"Continental,  North Indian,  Coffee",3.1,9,1000,19.109939,72.875086
Roots Cafe,"Marol, Andheri East", Andheri East,Mumbai,"Chinese,  Asian,  Continental",4,13,1200,19.109939,72.875086
The Stables,"Marol, Andheri East", Andheri East,Mumbai,"Finger Food,  European,  British",4.2,193,1500,19.109939,72.875086
Rodeo Drive,"Marol, Andheri East", Andheri East,Mumbai,"American,  Italian,  Mexican",4.1,114,1200,19.109939,72.875086
Food Rush,"Marol, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese",4.3,6,800,19.109939,72.875086
Apna Dhaba,"Chakala, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Seafood",4,97,1200,19.1152873,72.8618085
Persian Darbar,"Bandra Kurla Complex, Bandra", Bandra,Mumbai,"North Indian,  Chinese,  Mughlai,  Biryani",4.3,45,1500,19.061066,72.8590495
Wowfillss,"Parel, South Mumbai", South Mumbai,Mumbai,"Bakery and Confectionary,  Waffle,  Desserts,  Shakes",5,1,500,18.9880015,72.856737
Crrave N Eat,"JB Nagar, Andheri East", Andheri East,Mumbai,"Fast Food,  Italian,  Continental",4.3,6,800,19.10678725,72.8640984
House of Asia,"Chakala, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Oriental ",4.2,26,2500,19.1152873,72.8618085
Reise - All Day Bar and Kitchen,"Chakala, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.1,114,1200,19.1152873,72.8618085
Little Asia,"Mahakali, Andheri East", Andheri East,Mumbai,"Asian,  Chinese,  Thai,  Burmese,  Malaysian",3.9,4,800,19.1176279,72.8630796
Angrezi Dhaba,"Mahakali, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Asian,  Seafood,  Mughlai",4.1,80,1500,19.1176279,72.8630796
PizzaExpress,"Bandra East, Bandra", Bandra,Mumbai,"European,  Fast Food,  Italian",4.5,699,1400,19.0646508,72.8416964
The Pancake Story,"Narayan Niwas,Vile Parle East, Andheri East", Andheri East,Mumbai,"Desserts,  Fast Food",5,1,500,19.1037624,72.8507815
1 By Two,"Mahakali, Andheri East", Andheri East,Mumbai,"North Indian,  Chinese,  Fast Food",1.9,5,900,19.1176279,72.8630796
Capital Social,"Bandra Kurla Complex, Bandra", Bandra,Mumbai,"North Indian,  Continental,  Finger Food,  American,  Asian",4.3,353,2000,19.061066,72.8590495
1441 Pizzeria,"Vile Parle East, Andheri East", Andheri East,Mumbai,"Pizza,  Italian",4.4,69,1200,19.1070607,72.851785
Tibbs Frankie,"Narayan Niwas,Vile Parle East, Andheri East", Andheri East,Mumbai,Fast Food,4,2,200,19.1037624,72.8507815
Mad Over Donuts,"Nerul, Navi Mumbai", Navi Mumbai,Mumbai,"Desserts,  Doughnuts,  Waffle",4.4,22,450,19.03359375,73.01816401
Anant Palace,"Ghansoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese",5,2,1000,19.1193307,72.9995096
Pop Tate's,"Satra Plaza,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Chinese,  Italian,  Continental",4.4,165,2000,19.0827931,73.00626869
Tibbs Frankie,"Bandra West, Bandra", Bandra,Mumbai,Fast Food,4.1,12,200,19.0549792,72.8402203
The Union Bar & Eating House,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Continental",4.6,321,2000,19.075784,72.9952364
Blisss,"Airoli, Navi Mumbai", Navi Mumbai,Mumbai,Bakery and Confectionary,4.8,5,300,19.1582719,72.9967088
Sauces and Spices Restaurant & Bar,"Vile Parle West, Andheri West", Andheri West,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Biryani",4,2,800,19.1144401,72.8384009
The Food Studio,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,585,1400,19.075784,72.9952364
Pa Pa Ya,"Bandra Kurla Complex, Bandra", Bandra,Mumbai,"Japanese,  Asian,  Oriental ",4.5,266,2800,19.061066,72.8590495
Zenmai,"Santacruz West, Bandra", Bandra,Mumbai,"Chinese,  Japanese,  Asian",4.4,70,2500,19.0602672,72.8370273
Genuine Broaster Chicken,"Satra Plaza,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Finger Food,  Continental,  American",4.3,628,1000,19.0827931,73.00626869
Aromas Cafe,"Juhu, Andheri West", Andheri West,Mumbai,"Italian,  Fast Food,  Desserts,  Coffee,  Tea",4.1,121,1000,19.1144401,72.8384009
Spotlight Skydeck,"Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Fast Food",4.3,63,2200,19.186483,72.9757664
House Of Lords,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Italian,  Continental,  Asian",4,58,2300,19.075784,72.9952364
The Food Master,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,Fast Food,5,1,500,19.075784,72.9952364
The Homemade Cafe & Bar,"Juhu, Andheri West", Andheri West,Mumbai,"Continental,  Italian,  Fast Food",4.5,44,1200,19.1144401,72.8384009
Blisss,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,Bakery and Confectionary,5,1,300,19.075784,72.9952364
Mainland China,"Veera Desai, Andheri West", Andheri West,Mumbai,"Chinese,  Japanese,  Seafood",4.5,364,1800,19.1298499,72.8377387
Coffee By Di Bella,"Juhu, Andheri West", Andheri West,Mumbai,"Fast Food,  Coffee,  Tea,  Desserts,  Waffle",4.4,143,700,19.1144401,72.8384009
TIB - The Ice-cream Bakery,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,Ice Cream,4.7,3,300,19.075784,72.9952364
Cafe Contigo,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Continental,  Asian,  Italian",4.4,15,900,19.075784,72.9952364
Victoria,"Kopar Khairane, Navi Mumbai", Navi Mumbai,Mumbai,"Chinese,  Thai",3.8,34,800,19.1056227,72.9988648
Nav Chaitanya,"Versova, Andheri West", Andheri West,Mumbai,"Seafood,  Maharashtrian",4.3,22,900,19.13025205,72.8213775
Satu Shree Veg Restaurant & Fast Food,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  South Indian,  Street Food,  Desserts",4.2,25,1000,19.075784,72.9952364
Pop Tate's,"Khar West, Bandra", Bandra,Mumbai,"Chinese,  Italian,  Continental",4.6,60,2000,19.0643259,72.83072351
70 Beans,"Palm Beach Galleria Mall,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Continental,  North Indian,  Italian,  Coffee,  Burger",4.7,88,1000,19.085046,73.00770984
Facing East,"Juhu, Andheri West", Andheri West,Mumbai,"Chinese,  Thai,  Seafood",4.4,286,1800,19.1144401,72.8384009
Tanatan,"Juhu, Andheri West", Andheri West,Mumbai,"Modern Indian,  North Indian",4.5,262,1000,19.1144401,72.8384009
Angrezi Dhaba,"Bandra East, Bandra", Bandra,Mumbai,"North Indian,  Chinese,  Asian,  Seafood,  Mughlai",4,63,1500,19.0646508,72.8416964
Nisarga - South Coast Hotel,"Ghansoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Seafood",4.4,36,900,19.1193307,72.9995096
Something's Fishy,"The Regenza by Tunga,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Seafood,  Malvani",4.5,80,2000,19.06714455,72.9991979
Qilaa de Vashi,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Italian,  Oriental ",3.7,46,1200,19.075784,72.9952364
Young Chilli,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  Oriental ,  North Indian,  Continental,  Asian",3.9,271,1000,19.075784,72.9952364
Surbhi Malvani Kitchen and Bar,"Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Malvani",4.3,53,1100,19.1582719,72.9967088
The Food Foundry,"Kopar Khairane, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Seafood",4.1,43,1300,19.1056227,72.9988648
Glocal Junction,"Andheri Link Road , Andheri West", Andheri West,Mumbai,"Continental,  Fast Food,  North Indian,  European",4.3,582,2200,19.1291714,72.8314667
New York Burrito Company,"Juhu, Andheri West", Andheri West,Mumbai,Mexican,4.5,8,600,19.1144401,72.8384009
Banana Leaf,"Santacruz West, Bandra", Bandra,Mumbai,"South Indian,  Street Food",4.5,53,1000,19.0602672,72.8370273
Sorrentina by Foodhall,"Santacruz West, Bandra", Bandra,Mumbai,"Italian,  Seafood",4.6,34,2500,19.0602672,72.8370273
Lotus Cafe,"JW Marriott Hotel,Juhu, Andheri West", Andheri West,Mumbai,"North Indian,  Italian,  Continental",4.6,171,3500,19.1018394,72.8260472
Tsubaki,"Satra Plaza,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese",4.4,6,1200,19.0827931,73.00626869
One Too Many,"The Regenza by Tunga,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Mexican,  Seafood,  Fast Food",4.4,93,1800,19.06714455,72.9991979
Live It Up,"Satra Plaza,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  Italian,  Continental,  Mexican,  Oriental ",4,61,1000,19.0827931,73.00626869
The Orange Mint,"Satra Plaza,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Continental,  Finger Food,  Italian,  Chinese",3.8,82,1600,19.0827931,73.00626869
Pop Tate's,"Inorbit Mall,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Chinese,  Italian,  Continental",4.6,48,2000,19.0654352,73.00124773
Roar,"Satra Plaza,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Finger Food,  Italian,  Continental,  Asian",3.9,117,1500,19.0827931,73.00626869
Pastovilla,"DN Nagar, Andheri West", Andheri West,Mumbai,"North Indian,  Italian,  Continental,  Mexican",3.9,128,1000,19.1278285,72.8308602
Cheelizza,"Juhu, Andheri West", Andheri West,Mumbai,"Pizza,  Italian,  Fast Food",4.6,107,600,19.1144401,72.8384009
The Mint Leaf Kitchen & Bar,"Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.1,298,1200,19.1582719,72.9967088
Asian Kitchen,"Four Points By Sheraton Hotel,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Chinese,  Japanese,  Oriental ",4,186,3000,19.06629365,72.99969237
Kaala Chashma,"Hotel Dhiraj,Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Italian",4.3,139,1800,19.1960172,72.9621014
Sindhful,"Khar West, Bandra", Bandra,Mumbai,"Sindhi,  North Indian,  Chinese",4.2,3,800,19.0643259,72.83072351
Urban Tadka,"7 Bungalows, Andheri West", Andheri West,Mumbai,"North Indian,  Mughlai",4.3,151,1600,19.1287942,72.8255543
Maharaja Bhog,"Juhu, Andheri West", Andheri West,Mumbai,"Gujarati,  North Indian,  Rajasthani",4.3,141,1200,19.1144401,72.8384009
Khao Piyo,"Khar West, Bandra", Bandra,Mumbai,"Italian,  Continental,  North Indian",4.3,65,1200,19.0643259,72.83072351
Bombay Baking Company,"JW Marriott Hotel,Juhu, Andheri West", Andheri West,Mumbai,"Bakery and Confectionary,  Coffee",4.4,44,1500,19.1018394,72.8260472
Royal Oak Brewery,"Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.2,136,1800,19.075784,72.9952364
The BlueBop Cafe,"Khar West, Bandra", Bandra,Mumbai,"Italian,  American",4.2,52,2600,19.0643259,72.83072351
Navratree,"Airoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  South Indian",3.9,110,800,19.1582719,72.9967088
Mad Over Donuts,"Inorbit Mall,Vashi, Navi Mumbai", Navi Mumbai,Mumbai,"Desserts,  Doughnuts,  Waffle",4.3,33,450,19.0654352,73.00124773
Tibbs Frankie,"Juhu, Andheri West", Andheri West,Mumbai,Fast Food,3,2,200,19.1144401,72.8384009
Burn by KLS Fine Dine,"Veera Desai, Andheri West", Andheri West,Mumbai,"North Indian,  Chinese",4,1,1400,19.1298499,72.8377387
All Elements,"Khar West, Bandra", Bandra,Mumbai,"Fast Food,  Finger Food,  Desserts",4.2,37,1400,19.0643259,72.83072351
JLWA,"Veera Desai, Andheri West", Andheri West,Mumbai,"European,  Pizza",3.7,21,2100,19.1298499,72.8377387
Moni's,"Thane West, Thane", Thane,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",4.4,58,1500,19.186483,72.9757664
Pepper Fry by Kamats,"Thane West, Thane", Thane,Mumbai,"North Indian,  Continental,  Chinese",4.2,143,1200,19.186483,72.9757664
Once Upon A Dine,"Khar West, Bandra", Bandra,Mumbai,"Health Food,  Italian,  European",4.3,49,1000,19.0643259,72.83072351
Ministry of Crab,"Khar West, Bandra", Bandra,Mumbai,Seafood,4,6,3000,19.0643259,72.83072351
